,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,actual_left,predicted_left,turnover_probability,risk_score_percent,risk_zone,retention_strategy
489,0.53,0.56,4,281,6,0,1,0,hr,medium,1,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5417,0.77,0.89,3,142,3,0,0,0,marketing,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
655,0.79,0.86,5,235,5,0,1,0,support,medium,1,1,0.975,97.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
84,0.11,0.77,6,291,4,0,1,0,marketing,low,1,1,0.985,98.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1073,0.74,0.89,4,267,5,0,1,0,sales,medium,1,1,0.985,98.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
11015,0.66,0.58,4,244,3,0,0,0,sales,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6565,0.73,0.55,4,267,3,0,0,0,sales,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4065,0.68,0.81,5,266,2,0,0,0,accounting,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4862,0.57,0.61,3,167,2,1,0,0,IT,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2902,0.19,0.51,5,226,3,0,0,0,sales,medium,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3527,0.13,0.91,2,149,5,0,0,0,sales,medium,0,0,0.105,10.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11478,0.75,0.53,4,224,4,1,0,0,support,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3258,0.9,0.74,5,152,3,0,0,0,IT,medium,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7226,0.72,0.71,3,135,3,0,0,0,technical,low,0,0,0.07,7.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10259,0.67,0.68,4,254,3,0,0,0,technical,low,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9236,0.52,0.82,4,198,4,0,0,0,sales,low,0,0,0.15,15.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5973,0.17,0.73,4,274,3,0,0,0,accounting,high,0,0,0.255,25.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
4461,0.52,0.72,2,160,2,0,0,0,technical,high,0,0,0.135,13.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11825,0.53,1.0,3,164,4,0,0,0,IT,medium,0,0,0.095,9.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3693,0.62,0.97,5,180,2,0,0,0,technical,high,0,0,0.045,4.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6551,0.57,0.59,4,206,3,0,0,0,RandD,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1718,0.45,0.51,2,137,3,0,1,0,support,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
2293,0.56,0.62,5,238,3,0,0,0,sales,low,0,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7288,0.61,0.57,4,144,3,0,0,0,technical,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
638,0.43,0.48,2,153,3,0,1,0,accounting,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
11526,0.57,0.66,3,268,3,0,0,0,sales,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4916,0.87,0.54,4,211,3,0,0,0,technical,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
497,0.44,0.48,2,143,3,0,1,0,technical,medium,1,1,0.995,99.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
363,0.72,0.96,5,267,5,0,1,0,technical,low,1,1,0.865,86.5,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
506,0.39,0.54,2,158,3,0,1,0,support,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
9367,0.6,0.91,4,185,3,1,0,0,product_mng,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4626,0.91,0.81,3,220,3,1,0,0,support,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
425,0.74,0.92,4,261,5,0,1,0,technical,medium,1,1,0.97,97.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
7938,0.98,0.73,2,237,3,0,0,0,sales,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2513,0.99,0.97,4,208,3,0,0,0,management,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11616,0.68,0.97,3,250,3,1,0,0,product_mng,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7931,0.64,0.52,3,166,3,0,0,0,technical,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4101,0.68,0.87,3,168,3,0,0,0,IT,medium,0,0,0.35,35.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
645,0.51,0.83,5,249,4,0,1,0,technical,medium,1,0,0.35,35.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
2667,0.5,0.91,5,224,2,1,0,0,management,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11897,0.69,0.54,3,164,7,0,0,0,sales,medium,0,0,0.055,5.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10082,0.51,1.0,5,196,4,0,0,0,sales,medium,0,0,0.115,11.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
764,0.09,0.87,3,214,2,0,1,0,support,medium,1,0,0.45,45.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
9981,0.74,0.8,4,200,4,0,0,0,product_mng,low,0,0,0.195,19.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2996,0.54,0.74,3,185,4,0,0,0,sales,low,0,0,0.125,12.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7195,0.59,0.97,3,258,2,0,0,0,accounting,low,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5517,0.84,0.78,5,172,2,0,0,1,accounting,high,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11571,0.51,0.86,3,182,10,0,0,0,sales,low,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6639,0.81,0.86,4,249,3,0,0,0,sales,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11763,0.84,0.5,4,178,2,0,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3660,0.63,0.98,3,160,4,1,0,0,marketing,low,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
377,0.44,0.56,2,158,3,0,1,0,accounting,medium,1,1,0.97,97.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
10691,0.52,0.96,4,171,2,0,0,0,sales,medium,0,0,0.03,3.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8773,0.57,0.95,4,176,3,0,0,0,technical,high,0,0,0.065,6.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4383,0.49,0.55,2,173,3,0,0,0,technical,medium,0,0,0.065,6.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4913,0.95,0.7,4,267,3,1,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1848,0.11,0.9,6,253,4,0,1,0,sales,medium,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
11334,0.69,0.9,3,185,4,0,0,0,product_mng,low,0,0,0.265,26.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
6824,0.87,0.57,4,175,2,0,0,0,technical,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4011,0.83,0.69,4,151,2,0,0,0,support,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7990,0.85,0.55,3,226,4,0,0,0,IT,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10363,0.78,0.91,3,166,2,1,0,0,product_mng,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7797,0.12,0.82,5,162,4,1,0,0,sales,medium,0,0,0.25,25.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
9592,0.61,0.79,5,269,2,0,0,0,management,low,0,0,0.045,4.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7651,0.99,0.64,4,218,4,0,0,0,accounting,low,0,0,0.05,5.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10653,0.8,0.66,4,223,3,0,0,0,support,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1510,0.72,0.99,5,257,5,0,1,0,IT,high,1,1,0.95,95.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
6709,0.66,0.75,4,200,4,0,0,0,accounting,medium,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4028,0.86,0.64,5,188,3,0,0,0,product_mng,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2808,0.99,1.0,4,223,2,1,0,0,product_mng,low,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
301,0.12,1.0,3,278,4,0,1,0,RandD,medium,1,1,0.505,50.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
7109,0.85,0.67,3,267,2,1,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5931,0.7,0.99,4,248,3,0,0,0,IT,medium,0,0,0.035,3.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3910,0.64,0.95,4,199,4,0,0,0,accounting,medium,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5890,0.82,0.92,4,196,3,0,0,0,sales,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2933,0.72,0.85,3,186,4,0,0,0,technical,low,0,0,0.19,19.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
